EnsemblID	Chr	Start	End	Band	Symbol	isHK	isTF	isExtreme	LFC	P.val
ENSG00000188522	17	18968789	19004804	p11.2	FAM83G	0	0	0	0.318190069635474	2.02884222745544e-10
ENSG00000188554	17	43170481	43211689	q21.31	NBR1	1	0	0	-0.00703531143349783	0.825967734174471
ENSG00000188612	17	75165586	75182983	q25.1	SUMO2	0	0	0	0.0420254649587645	0.13464773954745
ENSG00000188690	10	125784980	125823285	q26.2	UROS	1	0	0	0.432596596546356	7.74850896553829e-25
ENSG00000188766	19	38388421	38399587	q13.2	SPRED3	0	0	0	0.851688490654842	9.43728432548837e-39
ENSG00000188785	19	57389850	57402992	q13.43	ZNF548	0	1	1	-0.164385669477007	2.42588921768339e-05
ENSG00000188811	13	39038306	39050109	q13.3	NHLRC3	0	0	0	-0.295463123113888	2.85981767037253e-13
ENSG00000188827	16	3581181	3611598	p13.3	SLX4	0	0	1	0.580675430487108	4.45232175403604e-62
ENSG00000188846	3	40457292	40468587	p22.1	RPL14	1	0	0	-0.412729646385404	1.05253508577899e-24
ENSG00000188895	17	40122298	40136916	q21.1	MSL1	0	0	0	0.0454438197775239	0.431395954916076
ENSG00000188938	9	93431441	93453592	q22.31	FAM120AOS	1	0	0	0.370315987946984	6.74063095539474e-24
ENSG00000188976	1	944204	959309	p36.33	NOC2L	1	0	1	0.204498728528139	5.82158504783434e-09
ENSG00000188986	9	137255173	137273546	q34.3	NELFB	1	0	1	0.150517725766636	7.12519521143923e-08
ENSG00000188996	6	655939	656963	p25.3	HUS1B	0	0	1	0.0933830018331124	0.558498059906465
ENSG00000188997	11	78171249	78188822	q14.1	KCTD21	1	0	0	0.406535686018043	8.83885341597816e-13
ENSG00000189042	19	36687612	36727701	q13.12	ZNF567	0	1	0	-0.120068460053253	0.00871946384751832
ENSG00000189159	17	75135248	75168281	q25.1	JPT1	0	0	0	1.2724183737948	9.80603912567313e-148
ENSG00000189164	19	37371061	37393066	q13.12	ZNF527	0	1	0	-0.281955285998254	5.55432320818095e-10
ENSG00000189180	10	38010650	38065088	p11.1	ZNF33A	1	1	0	0.394262860529708	4.21053204865293e-19
ENSG00000189190	19	52749942	52786807	q13.41	ZNF600	0	1	0	0.0404775542068579	0.307214255085788
ENSG00000189195	1	92080305	92184725	p22.1	BTBD8	0	0	0	-0.221406492186407	0.000529508882903334
ENSG00000189241	6	116276578	116279903	q22.1	TSPYL1	1	0	0	-0.0297991519608791	0.40056927017973
ENSG00000189306	22	42509968	42519802	q13.2	RRP7A	1	0	0	-0.145524166018277	0.00217060658553459
ENSG00000189334	1	153614255	153616986	q21.3	S100A14	0	0	0	2.4100246377161	4.05061462110504e-60
ENSG00000189362	2	190504342	190534722	q32.2	NEMP2	0	0	0	-0.911049156541332	4.05833154745897e-62
ENSG00000189403	13	30456704	30617597	q12.3	HMGB1	1	0	0	0.124533933983779	0.0010131235018502
ENSG00000196072	10	100273280	100286712	q24.31	BLOC1S2	1	0	0	0.133539745062419	4.14513915000457e-05
ENSG00000196126	6	32578769	32589848	p21.32	HLA-DRB1	0	0	0	0.213207581995031	0.000286877228896742
ENSG00000196150	8	144876497	144902168	q24.3	ZNF250	0	1	1	0.219736205289979	5.29099795384572e-09
ENSG00000196152	9	127424374	127445372	q33.3	ZNF79	0	1	0	-0.0334467237803517	0.336756662591281
ENSG00000196154	1	153543613	153550136	q21.3	S100A4	0	0	0	-1.45363012722301	1.0439001133533e-104
ENSG00000196177	10	123008979	123058311	q26.13	ACADSB	0	0	0	0.526301561054849	1.09446659174788e-10
ENSG00000196182	1	36339624	36385896	p34.3	STK40	0	0	0	-0.5207909223836	6.20573401408687e-45
ENSG00000196199	13	19633681	19673459	q12.11	MPHOSPH8	0	0	0	-0.317846889163274	2.81025907887481e-16
ENSG00000196214	19	52269571	52296046	q13.41	ZNF766	0	1	0	0.346005645351915	2.80265561465216e-23
ENSG00000196235	19	39436156	39476670	q13.2	SUPT5H	1	0	0	0.187356596508755	7.71993715514795e-07
ENSG00000196236	22	40857077	40932815	q13.2	XPNPEP3	0	0	0	0.424398871917259	7.21722117731693e-23
ENSG00000196247	7	64666083	64711582	q11.21	ZNF107	0	1	0	0.920488760907991	5.92068056375008e-49
ENSG00000196262	7	44796680	44824564	p13	PPIA	0	0	0	0.24888379926878	4.57249027400662e-14
ENSG00000196268	19	21397119	21427573	p12	ZNF493	0	1	0	-0.0182267590359228	0.765555871586782
ENSG00000196275	7	74796144	74851551	q11.23	GTF2IRD2	0	1	0	-0.147758004568972	0.00105346197110302
ENSG00000196290	2	200889327	200903930	q33.1	NIF3L1	1	0	0	0.0427248782929656	0.232352345178362
ENSG00000196313	7	72879365	72951440	q11.23	POM121	1	0	0	-0.120465938672193	0.00046640770615938
ENSG00000196323	11	130226677	130314908	q24.3	ZBTB44	1	1	0	-0.36196655362978	5.30049388374811e-15
ENSG00000196329	7	150722253	150750033	q36.1	GIMAP5	0	0	0	-1.87256159907031	1.9280128142077e-164
ENSG00000196345	3	44555193	44594173	p21.31	ZKSCAN7	0	1	0	-0.61617510405305	1.36300429804879e-21
ENSG00000196367	7	98877933	99050831	q22.1	TRRAP	0	0	0	0.21349217367111	4.745265400069e-15
ENSG00000196371	11	94543840	94549898	q21	FUT4	0	0	0	-0.962620505769299	1.67988310313462e-77
ENSG00000196378	8	144773114	144787345	q24.3	ZNF34	0	1	1	-0.278305651489366	2.18895146971063e-12
ENSG00000196387	12	133079838	133107544	q24.33	ZNF140	0	1	1	-0.116319402072756	0.0634000454696368
ENSG00000196388	17	4988130	4997610	p13.2	INCA1	0	0	0	-0.199743214566449	7.19255306585723e-05
ENSG00000196417	19	53389793	53430413	q13.42	ZNF765	0	1	0	0.306347624520676	7.63113545415945e-16
ENSG00000196419	22	41621119	41664048	q13.2	XRCC6	1	0	0	-0.0478879538264239	0.0628084810049505
ENSG00000196437	19	37411155	37469275	q13.12	ZNF569	0	1	0	0.231249906737057	0.000277579172140986
ENSG00000196440	X	101418287	101533459	q22.1	ARMCX4	0	0	0	-0.531530797452399	6.52388905170268e-07
ENSG00000196453	7	149431363	149461123	q36.1	ZNF777	1	1	0	0.230568948692355	8.20937733615669e-15
ENSG00000196455	3	130678935	130746829	q22.1	PIK3R4	1	0	0	0.176183386776946	4.47505284705619e-08
ENSG00000196458	12	132918308	132956306	q24.33	ZNF605	0	1	1	0.181010068454144	0.000623921946013056
ENSG00000196459	X	13712244	13734635	p22.2	TRAPPC2	0	0	0	0.116169382538964	0.0316302631015279
ENSG00000196466	19	12390016	12401271	p13.2	ZNF799	0	1	0	0.341107402740338	2.77667450109763e-11
ENSG00000196470	16	48356364	48448402	q12.1	SIAH1	1	0	0	0.00981048143480813	0.820005359311211
ENSG00000196497	14	24180219	24188964	q12	IPO4	0	0	0	0.131293699985972	0.000718619417962885
ENSG00000196507	X	103607451	103629690	q22.2	TCEAL3	0	0	0	1.4519813803325	3.21004220902266e-81
ENSG00000196510	12	110372900	110403730	q24.11	ANAPC7	1	0	0	0.339265598078292	1.95126679401453e-30
ENSG00000196531	12	56712428	56731628	q13.3	NACA	1	0	0	-0.204996001956464	4.81496084246709e-13
ENSG00000196535	17	29071124	29180412	q11.2	MYO18A	0	0	0	-0.21016467133089	0.000118679752404907
ENSG00000196544	17	8188333	8190907	p13.1	BORCS6	0	0	0	-0.00567743498632542	0.858463324167233
ENSG00000196576	22	50274979	50307627	q13.33	PLXNB2	0	0	1	0.381623670710936	1.24005467298027e-23
ENSG00000196586	6	75749192	75919537	q14.1	MYO6	0	0	0	1.67665578130577	4.69621165113356e-103
ENSG00000196588	22	40410281	40636702	q13.2	MRTFA	0	0	0	0.0357732647964917	0.246680612277051
ENSG00000196591	6	113933028	114011308	q21	HDAC2	1	0	0	0.283662603615719	3.28828957823213e-10
ENSG00000196652	7	99504651	99534700	q22.1	ZKSCAN5	0	1	0	0.160090732862418	1.03617492767701e-08
ENSG00000196655	11	119018432	119025454	q23.3	TRAPPC4	1	0	0	0.194845286052214	4.95431295820416e-08
ENSG00000196663	14	102362963	102502481	q32.31	TECPR2	0	0	0	-0.114950538137954	0.000531882751685426
ENSG00000196664	X	12867083	12890380	p22.2	TLR7	0	0	0	0.149975393087023	0.01442063857145
ENSG00000196670	5	180847611	180861285	q35.3	ZFP62	0	1	1	0.430652973594078	7.55776469633305e-23
ENSG00000196700	20	63956702	63969865	q13.33	ZNF512B	0	1	1	0.118749320878116	0.00282212598712578
ENSG00000196704	17	68247574	68257164	q24.2	AMZ2	0	0	0	0.228201193342822	3.79741121477439e-07
ENSG00000196705	19	21142024	21196053	p12	ZNF431	0	1	0	0.271408923042187	2.17244139277629e-07
ENSG00000196715	7	65873166	65959563	q11.21	VKORC1L1	0	0	0	-0.696214489899301	1.49364354828575e-66
ENSG00000196724	19	57921884	57935393	q13.43	ZNF418	0	1	1	0.171308000807193	0.0164919815194516
ENSG00000196735	6	32628179	32647062	p21.32	HLA-DQA1	0	0	0	0.443908313360212	4.56005416234546e-09
ENSG00000196757	19	11925068	11950773	p13.2	ZNF700	0	1	0	0.328489388561589	1.14531560058513e-15
ENSG00000196776	3	108043094	108091862	q13.12	CD47	0	0	0	-0.694902153170707	1.5853713074058e-30
ENSG00000196793	10	43556344	43574618	q11.21	ZNF239	0	1	0	1.43365965701972	1.27088052439398e-65
ENSG00000196812	6	28124560	28130082	p22.1	ZSCAN16	0	1	0	0.642482620256772	1.48616387028498e-34
ENSG00000196865	10	113854661	113917194	q25.3	NHLRC2	0	0	0	-0.246072481845376	4.30545912764719e-11
ENSG00000196867	19	56538948	56556810	q13.43	ZFP28	0	1	1	-0.667949435613703	1.60050960062416e-15
ENSG00000196873	9	68232003	68300015	q21.11	CBWD3	0	0	0	0.852508972850289	4.15667477510818e-36
ENSG00000196890	1	228458107	228460470	q42.13	HIST3H2BB	0	0	0	1.81212692301394	2.40767150074625e-19
ENSG00000196914	11	120336914	120489936	q23.3	ARHGEF12	0	0	0	0.015170314497007	0.730240223975524
ENSG00000196967	19	37106734	37172741	q13.12	ZNF585A	0	1	0	0.161470568605461	0.00332180485074442
ENSG00000196976	X	154477769	154479257	q28	LAGE3	1	0	1	0.801446331165835	3.67022708782809e-45
ENSG00000197008	7	64794388	64833681	q11.21	ZNF138	1	1	0	0.708386841861848	4.991738703058e-40
ENSG00000197013	19	21496682	21556270	p12	ZNF429	0	1	0	0.263411155270972	2.69110110873632e-07
ENSG00000197016	19	56567511	56588911	q13.43	ZNF470	0	1	1	-0.761867916663258	2.01915116920119e-19
ENSG00000197019	19	40421592	40426025	q13.2	SERTAD1	0	0	0	-0.37713866481753	2.65432512426533e-15
ENSG00000197020	19	21722766	21767628	p12	ZNF100	0	1	0	0.686101270558536	1.01578082521673e-25
ENSG00000197024	7	149126416	149182802	q36.1	ZNF398	1	1	0	0.215361618244604	7.34073370819157e-12
ENSG00000197037	7	99616946	99632407	q22.1	ZSCAN25	0	1	0	-0.287446516255653	5.53281414605204e-28
ENSG00000197044	19	11767000	11784078	p13.2	ZNF441	0	1	0	-0.299364665620098	8.31839512326837e-09
ENSG00000197045	14	54474484	54489196	q22.2	GMFB	0	0	0	0.131234053330007	0.00294263080890212
ENSG00000197050	19	37007857	37130314	q13.12	ZNF420	0	1	0	0.48045283355962	3.67379340099578e-21
ENSG00000197054	19	11965037	11980381	p13.2	ZNF763	0	1	0	-0.0328653799898682	0.524435983074922
ENSG00000197063	17	81918270	81927714	q25.3	MAFG	0	1	1	-0.833007073922718	4.5421578661801e-82
ENSG00000197081	6	159969099	160113507	q25.3	IGF2R	0	0	0	-0.136721747751152	3.67863257429486e-05
ENSG00000197114	20	63707465	63736142	q13.33	ZGPAT	1	1	1	0.560200763562962	4.57389342255253e-44
ENSG00000197128	19	57466663	57477570	q13.43	ZNF772	0	1	1	0.173953063020669	0.0720767801614451
ENSG00000197136	11	65615773	65637439	q13.1	PCNX3	0	0	0	0.253535719942558	1.27095607677139e-12
ENSG00000197170	17	67337916	67366627	q24.2	PSMD12	1	0	0	0.231452674063141	4.01247569584288e-09
ENSG00000197217	8	23385783	23457695	p21.3	ENTPD4	1	0	0	0.488847394057414	6.72118056212521e-26
ENSG00000197253	16	1227272	1230184	p13.3	TPSB2	0	0	1	0.310914389546774	0.0556213915849017
ENSG00000197265	8	30578318	30658251	p12	GTF2E2	0	0	0	0.11023026153581	0.0330389174636768
ENSG00000197302	16	31713229	31794869	p11.2	ZNF720	0	0	0	0.717259396818421	2.70854040596287e-60
ENSG00000197323	1	114392777	114511160	p13.2	TRIM33	0	0	0	0.409375926894625	4.42820349686117e-20
ENSG00000197343	7	99558406	99576453	q22.1	ZNF655	1	1	0	-0.259979542390539	0.000846693844751232
ENSG00000197345	11	68891276	68903835	q13.3	MRPL21	1	0	0	0.153463360768034	0.00453637743001195
ENSG00000197362	7	149069643	149090782	q36.1	ZNF786	0	1	0	0.34128657103225	5.34572294120412e-21
ENSG00000197363	8	144798876	144811169	q24.3	ZNF517	0	1	1	0.365592764190016	2.24129813013923e-19
ENSG00000197372	19	23525631	23687220	p12	ZNF675	0	1	0	1.31322735542153	1.513035504227e-88
ENSG00000197385	3	31981771	31991628	p23	ZNF860	0	1	0	0.794025869940175	2.17200661179079e-17
ENSG00000197417	17	3608262	3636322	p13.2	SHPK	0	0	0	0.165715807825579	0.000503670968940258
ENSG00000197448	7	143244093	143270854	q34	GSTK1	1	0	0	-0.137329359771463	0.000640695014785174
ENSG00000197483	19	55476332	55484487	q13.42	ZNF628	0	1	0	-0.0164731904921215	0.603866295238141
ENSG00000197497	19	53159213	53193386	q13.42	ZNF665	0	1	0	-0.0813790894930575	0.202837299519897
ENSG00000197498	6	110982015	111028263	q21	RPF2	1	0	0	-0.185214211335771	2.39090213904979e-05
ENSG00000197557	2	177612992	177618966	q31.2	TTC30A	0	0	0	0.479592122005018	4.42890139623753e-14
ENSG00000197558	7	149776042	149833979	q36.1	SSPO	0	0	0	0.201164776562559	0.0275267564351619
ENSG00000197562	16	589357	629272	p13.3	RAB40C	1	0	1	0.934662456339539	4.26989312703549e-116
ENSG00000197563	18	61905255	62187118	q21.33	PIGN	0	0	0	0.835316594088507	1.23748331573998e-51
ENSG00000197566	17	16620737	16653856	p11.2	ZNF624	0	1	0	0.200489597361424	4.39808943505733e-06
ENSG00000197579	9	32540544	32552553	p21.1	TOPORS	1	1	0	-0.318177843019108	1.85045962752814e-15
ENSG00000197586	20	25195693	25226729	p11.21	ENTPD6	1	0	0	0.553485497365162	5.70730844161221e-33
ENSG00000197619	19	51991332	52008230	q13.41	ZNF615	0	1	0	-0.0846220766443763	0.126714633213687
ENSG00000197620	X	149540355	149550510	q28	CXorf40A	1	0	1	0.794137339652805	1.28204550658885e-70
ENSG00000197647	19	12014732	12035741	p13.2	ZNF433	0	1	0	0.188194182307067	0.000177337574641182
ENSG00000197724	9	93576407	93679587	q22.31	PHF2	0	0	0	0.0459961168849782	0.11880924866439
ENSG00000197756	2	216498189	216579180	q35	RPL37A	0	0	0	-0.287834006185512	2.80673869449625e-11
ENSG00000197757	12	53990624	54030823	q13.13	HOXC6	0	1	0	-0.0377724457300813	0.565916386894864
ENSG00000197771	10	119829404	119892556	q26.11	MCMBP	1	0	0	0.0372765035478144	0.254207060897837
ENSG00000197780	1	109062486	109076002	p13.3	TAF13	1	0	0	-0.0206812125776609	0.631957634869228
ENSG00000197785	1	1512151	1534687	p36.33	ATAD3A	1	0	1	0.12852415529139	0.000368489798403119
ENSG00000197798	11	126211414	126262986	q24.2	FAM118B	1	0	0	-0.113285872058356	0.00675412414702143
ENSG00000197808	19	36637192	36666853	q13.12	ZNF461	0	1	0	0.164610964535665	0.000368563985639341
ENSG00000197818	20	49812713	49892242	q13.13	SLC9A8	0	0	0	0.248734958379586	4.16639182749591e-08
ENSG00000197822	5	69492292	69558104	q13.2	OCLN	0	0	0	1.37664064947453	8.81997945695585e-80
ENSG00000197857	19	12224686	12294887	p13.2	ZNF44	0	1	0	0.300577356958158	1.30541165313954e-10
ENSG00000197858	8	144082590	144086216	q24.3	GPAA1	1	0	1	0.194323489899117	1.22872134590754e-06
ENSG00000197863	19	36817428	36850787	q13.12	ZNF790	0	1	0	0.120345248185127	0.00789320541306325
ENSG00000197879	17	1464186	1492812	p13.3	MYO1C	0	0	1	-0.427617680472098	8.73521305769152e-27
ENSG00000197892	8	29067279	29263124	p12	KIF13B	0	0	0	0.851502715772427	1.04260125610841e-31
ENSG00000197903	6	27146418	27146798	p22.1	HIST1H2BK	0	0	0	0.986970882022211	2.2554110981445e-28
ENSG00000197912	16	89490719	89557768	q24.3	SPG7	1	0	1	-0.0837779736435467	0.0024908574672372
ENSG00000197937	19	53124072	53159075	q13.42	ZNF347	1	1	0	-0.151594918473847	0.00404652018706522
ENSG00000197958	9	127447674	127451405	q33.3	RPL12	0	0	0	-0.255597853360779	5.50356313333188e-11
ENSG00000197976	X	1591593	1602514	p22.33	AKAP17A	0	0	1	-0.166207328649926	1.98083437477278e-06
ENSG00000198015	12	93467488	93516213	q22	MRPL42	1	0	0	0.548359340433616	8.67699292435825e-45
ENSG00000198019	1	121087345	121096310	p11.2	FCGR1B	0	0	0	0.622821472224966	3.60067930232478e-24
ENSG00000198039	7	64870172	64930966	q11.21	ZNF273	0	1	0	0.411385211968289	7.33713221063792e-14
ENSG00000198040	12	133037292	133063304	q24.33	ZNF84	0	1	1	0.0527068966135719	0.225550100995892
ENSG00000198042	8	33484750	33501260	p12	MAK16	1	0	0	-0.301365525559487	3.04700664750085e-06
ENSG00000198046	19	56439325	56478065	q13.43	ZNF667	0	1	1	-1.49127974583207	6.04747170043874e-31
ENSG00000198060	10	92291163	92353964	q23.32	MARCH5	1	0	0	0.124714397301741	6.23243234057466e-05
ENSG00000198089	22	31488688	31618586	q12.2	SFI1	0	0	0	0.957057533515986	1.34254936165695e-107
ENSG00000198093	19	51889224	51905040	q13.41	ZNF649	1	1	0	-0.223400813960015	0.00525163233324342
ENSG00000198131	19	58228594	58277495	q13.43	ZNF544	0	1	1	0.612924357840748	7.00406494314095e-38
ENSG00000198142	2	109614334	109618990	q13	SOWAHC	0	0	0	-0.107838375922893	0.0870421634556418
ENSG00000198146	15	34978341	34988287	q14	ZNF770	1	1	0	-0.328211917078669	9.39057917441124e-13
ENSG00000198162	1	117367449	117528872	p12	MAN1A2	1	0	0	0.138025482126752	0.00623207829111066
ENSG00000198169	8	144720907	144756417	q24.3	ZNF251	0	1	1	0.232289057351877	1.00707951399542e-07
ENSG00000198176	13	113584721	113641470	q34	TFDP1	1	1	1	0.150352841132888	0.000563901213701834
ENSG00000198182	19	37696363	37719790	q13.12	ZNF607	0	1	0	0.380837930693451	7.4247665370653e-11
ENSG00000198218	3	49029707	49094363	p21.31	QRICH1	1	0	0	0.109152731687122	6.28533728579782e-07
ENSG00000198225	6	63211446	63213024	q12	FKBP1C	0	0	0	-0.455436388449567	5.16446680337502e-10
ENSG00000198231	17	63773603	63819317	q23.3	DDX42	1	0	0	0.0159854677636534	0.650623985589112
ENSG00000198242	17	28719393	28724359	q11.2	RPL23A	0	0	0	-0.150466102028747	0.00162043495261125
ENSG00000198252	14	52730180	52774998	q22.1	STYX	0	0	0	0.221681956157734	1.4461760247067e-07
ENSG00000198258	19	9827892	9830115	p13.2	UBL5	1	0	0	0.445587031698638	1.69038803766412e-44
ENSG00000198276	20	63939829	63956415	q13.33	UCKL1	1	0	1	-0.0895143742695485	0.0197358304901926
ENSG00000198298	10	43606407	43617903	q11.21	ZNF485	0	1	0	0.392237024915824	5.58372641742671e-09
ENSG00000198301	4	75940950	75990962	q21.1	SDAD1	1	0	0	-0.00526696017155244	0.899764369709638
ENSG00000198315	6	28141910	28159472	p22.1	ZKSCAN8	0	1	0	-0.325020077477524	3.69344672627219e-09
ENSG00000198331	11	125883614	125900648	q24.2	HYLS1	0	0	0	0.738556524129987	1.25657303044732e-35
ENSG00000198342	19	12345949	12365905	p13.2	ZNF442	0	1	0	0.181291182196312	0.00184473913234213
ENSG00000198346	19	53467735	53496255	q13.42	ZNF813	0	1	0	0.444620578110179	2.34296402603775e-12
ENSG00000198353	12	54016931	54056030	q13.13	HOXC4	0	1	0	0.473432255617327	2.7671938732583e-07
ENSG00000198356	19	12737139	12748323	p13.13	ASNA1	1	0	0	0.520625457438249	2.57931313576635e-60
ENSG00000198373	16	69762306	69941741	q22.1	WWP2	1	0	0	-0.111488457891459	0.00651487728346093
ENSG00000198393	12	132986365	133032952	q24.33	ZNF26	0	1	1	0.109963308994796	0.00612608935008118
ENSG00000198440	19	56397966	56436035	q13.43	ZNF583	0	1	1	0.176140541110321	0.0105306227038445
ENSG00000198453	19	36916329	36998700	q13.12	ZNF568	0	1	0	0.262104175065168	5.33357594374432e-07
ENSG00000198464	19	52297177	52325922	q13.41	ZNF480	1	1	0	0.563096804985166	4.40011962025402e-34
ENSG00000198466	19	57849857	57865112	q13.43	ZNF587	0	1	1	1.18612089900751	8.48473156289471e-101
ENSG00000198467	9	35681992	35690121	p13.3	TPM2	0	0	0	-1.52114193654276	2.87680483718536e-120
ENSG00000198498	4	163494442	163520539	q32.2	TMA16	0	0	0	0.282141382466966	8.20761914421465e-08
ENSG00000198502	6	32517343	32530287	p21.32	HLA-DRB5	0	0	0	0.140422999709486	0.204454506485324
ENSG00000198515	4	47935977	48016672	p12	CNGA1	0	0	0	-2.25096620927781	3.68606887050314e-68
ENSG00000198521	19	21804949	21852125	p12	ZNF43	0	1	0	0.965143852484677	3.23657510360776e-29
ENSG00000198522	2	27628247	27651508	p23.3	GPN1	1	0	0	0.0344993859160916	0.203527622419287
ENSG00000198538	19	52797409	52857600	q13.41	ZNF28	0	1	0	0.702365270417562	1.65252075339809e-50
ENSG00000198542	13	101452593	101720856	q33.1	ITGBL1	0	0	0	1.22617460430312	6.61143761993341e-56
ENSG00000198551	19	11559374	11619135	p13.2	ZNF627	0	1	0	0.519276140866485	2.62155859191338e-58
ENSG00000198561	11	57753243	57819546	q12.1	CTNND1	1	0	0	0.180381309659953	0.0012180815460412
ENSG00000198642	9	21329671	21335380	p21.3	KLHL9	0	0	0	-0.138043614383981	0.0170304455349434
ENSG00000198646	20	34689097	34825649	q11.22	NCOA6	1	0	0	0.498631568121811	2.28354378840019e-40
ENSG00000198663	6	36871870	36928964	p21.2	C6orf89	1	0	0	-0.112384001742795	0.000269998462386275
ENSG00000198690	15	30903852	30943108	q13.3	FAN1	0	0	0	-0.252383072253765	7.09977085468688e-08
ENSG00000198720	17	29589769	29614761	q11.2	ANKRD13B	0	0	0	0.111063440745333	0.0653783079982294
ENSG00000198722	9	35161992	35405338	p13.3	UNC13B	0	0	0	0.38285421060219	3.2857591471827e-09
ENSG00000198728	10	102107560	102120453	q24.32	LDB1	0	0	0	0.159852553495525	3.80484611234855e-07
ENSG00000198730	11	10750987	10801625	p15.4	CTR9	0	0	0	0.295602962115887	7.0402970247427e-15
ENSG00000198746	1	26890488	26900466	p36.11	GPATCH3	0	0	0	-0.0713290488598543	0.00373311485609922
ENSG00000198752	14	102932379	103057462	q32.32	CDC42BPB	0	0	0	0.170012989648575	1.31135606777086e-07
ENSG00000198755	6	35468408	35470785	p21.31	RPL10A	1	0	0	-0.38861036769857	4.50917856429613e-39
ENSG00000198791	8	17224964	17246878	p22	CNOT7	1	0	0	-0.25067330690913	5.63144680766848e-07
ENSG00000198799	1	113073209	113132260	p13.2	LRIG2	0	0	0	-0.0728217197371183	0.0593898988654922
ENSG00000198824	13	114314335	114337626	q34	CHAMP1	1	1	1	-0.127027638588468	0.00532128413122281
ENSG00000198826	15	32615144	32639949	q13.3	ARHGAP11A	0	0	0	1.32660187565129	1.33587456775575e-102
ENSG00000198836	3	193593144	193697823	q29	OPA1	1	0	1	0.276613423140379	5.78839372166859e-14
ENSG00000198843	3	150602875	150630445	q25.1	SELENOT	0	0	0	0.793782760372268	2.99139801509118e-66
ENSG00000198844	17	8310241	8322516	p13.1	ARHGEF15	0	0	0	-1.5516619308904	2.29959809638849e-282
ENSG00000198851	11	118304545	118316175	q23.3	CD3E	0	0	0	-0.424121516259357	1.49713596667941e-19
ENSG00000198855	12	108515185	108525837	q23.3	FICD	1	0	0	0.168571085358674	3.33843764958645e-05
ENSG00000198858	19	896503	913245	p13.3	R3HDM4	0	0	1	0.508660397885409	1.46010309941975e-46
ENSG00000198862	21	28928144	28992956	q21.3	LTN1	0	0	0	0.0299771190406915	0.489874893802383
ENSG00000198863	17	42980565	42993690	q21.31	RUNDC1	0	0	0	0.661231251422597	1.21333550268292e-61
ENSG00000198874	7	66995173	67239519	q11.21	TYW1	1	0	0	0.676824696470837	3.05314761808151e-68
ENSG00000198876	9	34086387	34127399	p13.3	DCAF12	1	0	0	0.293534030926424	8.25726001027377e-19
ENSG00000198894	14	77098097	77117287	q24.3	CIPC	0	0	0	0.237400412626594	3.0178548429227e-10
ENSG00000198898	7	116811070	116922049	q31.2	CAPZA2	1	0	0	0.0723514469271793	0.0417010743108251
ENSG00000198901	15	90966038	90995629	q26.1	PRC1	0	0	0	1.50876617011345	3.88160773290087e-160
ENSG00000198911	22	41833079	41907308	q13.2	SREBF2	1	1	0	0.1997201202044	2.04391491123092e-05
ENSG00000198918	X	119786504	119791643	q24	RPL39	0	0	0	-0.545128847570498	1.252416701125e-47
ENSG00000198919	3	108589682	108694846	q13.13	DZIP3	0	0	0	0.430078304762647	8.93262510214766e-15
ENSG00000198920	17	6578148	6640927	p13.1	KIAA0753	0	0	0	0.231344223255061	9.00618790027839e-08
ENSG00000198924	10	113834725	113854383	q25.3	DCLRE1A	0	0	0	0.363418446602155	1.50811189309765e-18
ENSG00000198929	1	162069774	162370475	q23.3	NOS1AP	0	0	0	0.142797959812766	0.231119810278303
ENSG00000198931	16	88809339	88811944	q24.3	APRT	0	0	1	-0.0813529290900804	0.0272233186095035
ENSG00000198944	5	132813587	132816797	q31.1	SOWAHA	0	0	0	0.612147427528111	4.93415040473331e-05
ENSG00000198951	22	42058354	42070842	q13.2	NAGA	0	0	0	0.244310998217354	4.09185031439526e-16
ENSG00000198954	10	68988721	69043544	q22.1	KIF1BP	0	0	0	0.47206195644523	6.60529215362729e-34
ENSG00000198960	X	101615118	101618001	q22.1	ARMCX6	0	0	0	0.0204047468416593	0.686269005405446
ENSG00000198961	5	109334709	109409994	q21.3	PJA2	0	0	0	-0.364482947653526	2.27612393488788e-28
ENSG00000203326	19	53365693	53392217	q13.42	ZNF525	0	1	0	0.735217792135643	5.41552538310486e-57
ENSG00000203499	8	143734140	143790644	q24.3	IQANK1	0	0	1	2.33918165632874	6.9606369632213e-205
ENSG00000203722	6	149916878	149923121	q25.1	RAET1G	0	0	0	-1.7592547384171	2.33042454038563e-46
ENSG00000203772	10	133420666	133424572	q26.3	SPRN	0	0	1	0.118764486969141	0.0248770141303049
ENSG00000203778	6	112087599	112102790	q21	FAM229B	0	0	0	-0.147568112081566	0.0040910333630872
ENSG00000203780	10	125896539	126009592	q26.2	FANK1	0	0	0	1.7681876483145	1.44183218490214e-87
ENSG00000203880	20	64255695	64287821	q13.33	PCMTD2	0	0	1	-0.0721910777901804	0.0758480586192369
ENSG00000203883	20	64047582	64049641	q13.33	SOX18	0	1	1	-1.06086487254749	2.20858364435648e-56
ENSG00000203896	20	63736283	63739103	q13.33	LIME1	0	0	1	0.429057250356997	1.46277040646733e-13
ENSG00000203943	1	84298366	84389957	p31.1	SAMD13	0	0	0	-0.461412072674212	0.00174457497740093
ENSG00000203950	X	135050932	135052196	q26.3	RTL8A	0	0	0	-0.474220719339386	2.09689780519226e-25
ENSG00000204120	2	232697299	232860575	q37.1	GIGYF2	0	0	0	0.326600095444888	4.11545915712175e-29
